scale,year,count
YBOCS-II,2008,0
YBOCS-II,2009,0
YBOCS-II,2010,0
YBOCS-II,2011,0
YBOCS-II,2012,0
YBOCS-II,2013,0
YBOCS-II,2014,0
YBOCS-II,2015,1
YBOCS-II,2016,0
YBOCS-II,2017,0
YBOCS-II,2018,0
YBOCS-II,2019,0
YBOCS-II,2020,0
YBOCS-II,2021,0
YBOCS-II,2022,0
YBOCS-II,2023,0
YBOCS-II,2024,1
YBOCS-II,2025,0
PSAS,2000,14
PSAS,2001,15
PSAS,2002,11
PSAS,2003,9
PSAS,2004,19
PSAS,2005,15
PSAS,2006,15
PSAS,2007,19
PSAS,2008,24
PSAS,2009,25
PSAS,2010,40
PSAS,2011,43
PSAS,2012,31
PSAS,2013,50
PSAS,2014,48
PSAS,2015,44
PSAS,2016,54
PSAS,2017,65
PSAS,2018,62
PSAS,2019,72
PSAS,2020,89
PSAS,2021,95
PSAS,2022,111
PSAS,2023,114
PSAS,2024,125
PSAS,2025,144
SIAS,2000,7
SIAS,2001,3
SIAS,2002,5
SIAS,2003,9
SIAS,2004,12
SIAS,2005,14
SIAS,2006,15
SIAS,2007,16
SIAS,2008,17
SIAS,2009,31
SIAS,2010,30
SIAS,2011,40
SIAS,2012,31
SIAS,2013,40
SIAS,2014,54
SIAS,2015,47
SIAS,2016,55
SIAS,2017,57
SIAS,2018,58
SIAS,2019,59
SIAS,2020,64
SIAS,2021,82
SIAS,2022,70
SIAS,2023,65
SIAS,2024,66
SIAS,2025,75
CSSQ,2000,4
CSSQ,2001,5
CSSQ,2002,2
CSSQ,2003,3
CSSQ,2004,8
CSSQ,2005,6
CSSQ,2006,16
CSSQ,2007,6
CSSQ,2008,3
CSSQ,2009,9
CSSQ,2010,13
CSSQ,2011,7
CSSQ,2012,8
CSSQ,2013,12
CSSQ,2014,11
CSSQ,2015,16
CSSQ,2016,22
CSSQ,2017,19
CSSQ,2018,33
CSSQ,2019,24
CSSQ,2020,32
CSSQ,2021,42
CSSQ,2022,57
CSSQ,2023,56
CSSQ,2024,47
CSSQ,2025,68
PSQ,2000,4
PSQ,2001,5
PSQ,2002,9
PSQ,2003,8
PSQ,2004,13
PSQ,2005,11
PSQ,2006,23
PSQ,2007,14
PSQ,2008,11
PSQ,2009,24
PSQ,2010,29
PSQ,2011,52
PSQ,2012,39
PSQ,2013,40
PSQ,2014,48
PSQ,2015,59
PSQ,2016,84
PSQ,2017,76
PSQ,2018,78
PSQ,2019,89
PSQ,2020,133
PSQ,2021,132
PSQ,2022,137
PSQ,2023,124
PSQ,2024,133
PSQ,2025,193
ASRS,2000,4
ASRS,2001,6
ASRS,2002,6
ASRS,2003,11
ASRS,2004,11
ASRS,2005,11
ASRS,2006,18
ASRS,2007,21
ASRS,2008,26
ASRS,2009,27
ASRS,2010,41
ASRS,2011,35
ASRS,2012,61
ASRS,2013,77
ASRS,2014,66
ASRS,2015,92
ASRS,2016,94
ASRS,2017,95
ASRS,2018,116
ASRS,2019,98
ASRS,2020,126
ASRS,2021,159
ASRS,2022,177
ASRS,2023,184
ASRS,2024,233
ASRS,2025,502
SAPS,2000,66
SAPS,2001,75
SAPS,2002,79
SAPS,2003,92
SAPS,2004,91
SAPS,2005,113
SAPS,2006,114
SAPS,2007,122
SAPS,2008,139
SAPS,2009,125
SAPS,2010,127
SAPS,2011,151
SAPS,2012,173
SAPS,2013,195
SAPS,2014,217
SAPS,2015,203
SAPS,2016,229
SAPS,2017,235
SAPS,2018,243
SAPS,2019,227
SAPS,2020,241
SAPS,2021,325
SAPS,2022,315
SAPS,2023,279
SAPS,2024,297
SAPS,2025,358
CDRS-R,2000,1
CDRS-R,2001,1
CDRS-R,2002,4
CDRS-R,2003,4
CDRS-R,2004,6
CDRS-R,2005,4
CDRS-R,2006,15
CDRS-R,2007,20
CDRS-R,2008,7
CDRS-R,2009,21
CDRS-R,2010,16
CDRS-R,2011,9
CDRS-R,2012,12
CDRS-R,2013,12
CDRS-R,2014,23
CDRS-R,2015,12
CDRS-R,2016,13
CDRS-R,2017,16
CDRS-R,2018,15
CDRS-R,2019,15
CDRS-R,2020,20
CDRS-R,2021,21
CDRS-R,2022,24
CDRS-R,2023,19
CDRS-R,2024,17
CDRS-R,2025,26
CBCL-YSR,2000,3
CBCL-YSR,2001,1
CBCL-YSR,2002,3
CBCL-YSR,2003,7
CBCL-YSR,2004,4
CBCL-YSR,2005,1
CBCL-YSR,2006,2
CBCL-YSR,2007,2
CBCL-YSR,2008,4
CBCL-YSR,2009,4
CBCL-YSR,2010,5
CBCL-YSR,2011,3
CBCL-YSR,2012,0
CBCL-YSR,2013,5
CBCL-YSR,2014,3
CBCL-YSR,2015,6
CBCL-YSR,2016,5
CBCL-YSR,2017,2
CBCL-YSR,2018,2
CBCL-YSR,2019,2
CBCL-YSR,2020,3
CBCL-YSR,2021,3
CBCL-YSR,2022,2
CBCL-YSR,2023,3
CBCL-YSR,2024,5
CBCL-YSR,2025,1
DSHI,2000,0
DSHI,2001,0
DSHI,2002,0
DSHI,2003,0
DSHI,2004,0
DSHI,2005,0
DSHI,2006,1
DSHI,2007,1
DSHI,2008,1
DSHI,2009,1
DSHI,2010,2
DSHI,2011,3
DSHI,2012,6
DSHI,2013,7
DSHI,2014,4
DSHI,2015,1
DSHI,2016,1
DSHI,2017,4
DSHI,2018,6
DSHI,2019,1
DSHI,2020,6
DSHI,2021,9
DSHI,2022,11
DSHI,2023,12
DSHI,2024,10
DSHI,2025,17
PCL-C,2000,5
PCL-C,2001,1
PCL-C,2002,5
PCL-C,2003,8
PCL-C,2004,4
PCL-C,2005,5
PCL-C,2006,8
PCL-C,2007,11
PCL-C,2008,13
PCL-C,2009,12
PCL-C,2010,18
PCL-C,2011,29
PCL-C,2012,30
PCL-C,2013,42
PCL-C,2014,37
PCL-C,2015,46
PCL-C,2016,60
PCL-C,2017,68
PCL-C,2018,54
PCL-C,2019,35
PCL-C,2020,58
PCL-C,2021,60
PCL-C,2022,77
PCL-C,2023,54
PCL-C,2024,58
PCL-C,2025,53
CTQ,2000,4
CTQ,2001,15
CTQ,2002,10
CTQ,2003,17
CTQ,2004,16
CTQ,2005,11
CTQ,2006,17
CTQ,2007,30
CTQ,2008,24
CTQ,2009,41
CTQ,2010,51
CTQ,2011,66
CTQ,2012,72
CTQ,2013,101
CTQ,2014,125
CTQ,2015,135
CTQ,2016,131
CTQ,2017,158
CTQ,2018,195
CTQ,2019,204
CTQ,2020,248
CTQ,2021,273
CTQ,2022,317
CTQ,2023,313
CTQ,2024,309
CTQ,2025,371
VIA-IS,2000,4
VIA-IS,2001,0
VIA-IS,2002,1
VIA-IS,2003,6
VIA-IS,2004,2
VIA-IS,2005,5
VIA-IS,2006,4
VIA-IS,2007,2
VIA-IS,2008,1
VIA-IS,2009,3
VIA-IS,2010,4
VIA-IS,2011,11
VIA-IS,2012,7
VIA-IS,2013,7
VIA-IS,2014,11
VIA-IS,2015,15
VIA-IS,2016,4
VIA-IS,2017,8
VIA-IS,2018,11
VIA-IS,2019,8
VIA-IS,2020,12
VIA-IS,2021,15
VIA-IS,2022,16
VIA-IS,2023,13
VIA-IS,2024,14
VIA-IS,2025,11
GRIT-S,2000,0
GRIT-S,2001,0
GRIT-S,2002,0
GRIT-S,2003,0
GRIT-S,2004,0
GRIT-S,2005,0
GRIT-S,2006,0
GRIT-S,2007,0
GRIT-S,2008,0
GRIT-S,2009,1
GRIT-S,2010,0
GRIT-S,2011,0
GRIT-S,2012,1
GRIT-S,2013,3
GRIT-S,2014,1
GRIT-S,2015,0
GRIT-S,2016,4
GRIT-S,2017,4
GRIT-S,2018,8
GRIT-S,2019,13
GRIT-S,2020,20
GRIT-S,2021,25
GRIT-S,2022,27
GRIT-S,2023,28
GRIT-S,2024,25
GRIT-S,2025,25
SPQ,2000,14
SPQ,2001,16
SPQ,2002,10
SPQ,2003,9
SPQ,2004,21
SPQ,2005,11
SPQ,2006,22
SPQ,2007,23
SPQ,2008,33
SPQ,2009,31
SPQ,2010,36
SPQ,2011,34
SPQ,2012,35
SPQ,2013,40
SPQ,2014,42
SPQ,2015,49
SPQ,2016,53
SPQ,2017,56
SPQ,2018,48
SPQ,2019,41
SPQ,2020,70
SPQ,2021,58
SPQ,2022,62
SPQ,2023,47
SPQ,2024,52
SPQ,2025,52
MPSS,2000,4
MPSS,2001,7
MPSS,2002,14
MPSS,2003,10
MPSS,2004,28
MPSS,2005,32
MPSS,2006,34
MPSS,2007,31
MPSS,2008,37
MPSS,2009,43
MPSS,2010,30
MPSS,2011,34
MPSS,2012,35
MPSS,2013,27
MPSS,2014,38
MPSS,2015,44
MPSS,2016,46
MPSS,2017,43
MPSS,2018,28
MPSS,2019,43
MPSS,2020,51
MPSS,2021,56
MPSS,2022,58
MPSS,2023,76
MPSS,2024,71
MPSS,2025,67
OCI-R,2000,0
OCI-R,2001,0
OCI-R,2002,1
OCI-R,2003,0
OCI-R,2004,3
OCI-R,2005,2
OCI-R,2006,2
OCI-R,2007,7
OCI-R,2008,8
OCI-R,2009,7
OCI-R,2010,13
OCI-R,2011,14
OCI-R,2012,7
OCI-R,2013,9
OCI-R,2014,16
OCI-R,2015,13
OCI-R,2016,15
OCI-R,2017,16
OCI-R,2018,14
OCI-R,2019,23
OCI-R,2020,24
OCI-R,2021,38
OCI-R,2022,23
OCI-R,2023,29
OCI-R,2024,22
OCI-R,2025,44
FTND,2000,11
FTND,2001,7
FTND,2002,8
FTND,2003,26
FTND,2004,24
FTND,2005,28
FTND,2006,44
FTND,2007,54
FTND,2008,55
FTND,2009,49
FTND,2010,59
FTND,2011,66
FTND,2012,77
FTND,2013,62
FTND,2014,68
FTND,2015,74
FTND,2016,59
FTND,2017,60
FTND,2018,65
FTND,2019,57
FTND,2020,58
FTND,2021,73
FTND,2022,74
FTND,2023,60
FTND,2024,48
FTND,2025,66
BES,2000,34
BES,2001,46
BES,2002,36
BES,2003,34
BES,2004,36
BES,2005,48
BES,2006,58
BES,2007,52
BES,2008,79
BES,2009,103
BES,2010,127
BES,2011,131
BES,2012,147
BES,2013,138
BES,2014,169
BES,2015,173
BES,2016,180
BES,2017,174
BES,2018,193
BES,2019,207
BES,2020,229
BES,2021,257
BES,2022,286
BES,2023,238
BES,2024,269
BES,2025,283
EDE-Q,2000,3
EDE-Q,2001,9
EDE-Q,2002,3
EDE-Q,2003,2
EDE-Q,2004,6
EDE-Q,2005,12
EDE-Q,2006,15
EDE-Q,2007,17
EDE-Q,2008,22
EDE-Q,2009,20
EDE-Q,2010,28
EDE-Q,2011,38
EDE-Q,2012,43
EDE-Q,2013,51
EDE-Q,2014,51
EDE-Q,2015,62
EDE-Q,2016,59
EDE-Q,2017,68
EDE-Q,2018,73
EDE-Q,2019,95
EDE-Q,2020,116
EDE-Q,2021,134
EDE-Q,2022,128
EDE-Q,2023,124
EDE-Q,2024,124
EDE-Q,2025,206
MFI,2000,39
MFI,2001,58
MFI,2002,56
MFI,2003,69
MFI,2004,71
MFI,2005,95
MFI,2006,116
MFI,2007,108
MFI,2008,132
MFI,2009,151
MFI,2010,164
MFI,2011,185
MFI,2012,219
MFI,2013,290
MFI,2014,248
MFI,2015,280
MFI,2016,280
MFI,2017,321
MFI,2018,376
MFI,2019,394
MFI,2020,498
MFI,2021,539
MFI,2022,593
MFI,2023,594
MFI,2024,661
MFI,2025,722
TICS,2000,62
TICS,2001,86
TICS,2002,64
TICS,2003,96
TICS,2004,117
TICS,2005,112
TICS,2006,118
TICS,2007,123
TICS,2008,145
TICS,2009,171
TICS,2010,196
TICS,2011,212
TICS,2012,249
TICS,2013,278
TICS,2014,298
TICS,2015,314
TICS,2016,314
TICS,2017,272
TICS,2018,243
TICS,2019,267
TICS,2020,330
TICS,2021,404
TICS,2022,371
TICS,2023,355
TICS,2024,327
TICS,2025,335
MAIA,2000,10
MAIA,2001,5
MAIA,2002,7
MAIA,2003,4
MAIA,2004,5
MAIA,2005,5
MAIA,2006,7
MAIA,2007,5
MAIA,2008,5
MAIA,2009,5
MAIA,2010,5
MAIA,2011,4
MAIA,2012,4
MAIA,2013,10
MAIA,2014,8
MAIA,2015,19
MAIA,2016,26
MAIA,2017,41
MAIA,2018,42
MAIA,2019,33
MAIA,2020,49
MAIA,2021,81
MAIA,2022,73
MAIA,2023,82
MAIA,2024,95
MAIA,2025,131
MSPSS,2000,3
MSPSS,2001,1
MSPSS,2002,3
MSPSS,2003,11
MSPSS,2004,7
MSPSS,2005,3
MSPSS,2006,10
MSPSS,2007,11
MSPSS,2008,13
MSPSS,2009,20
MSPSS,2010,22
MSPSS,2011,33
MSPSS,2012,38
MSPSS,2013,44
MSPSS,2014,56
MSPSS,2015,64
MSPSS,2016,66
MSPSS,2017,73
MSPSS,2018,106
MSPSS,2019,92
MSPSS,2020,143
MSPSS,2021,180
MSPSS,2022,208
MSPSS,2023,194
MSPSS,2024,231
MSPSS,2025,285
UCLA-LS,2000,4
UCLA-LS,2001,4
UCLA-LS,2002,7
UCLA-LS,2003,7
UCLA-LS,2004,12
UCLA-LS,2005,7
UCLA-LS,2006,10
UCLA-LS,2007,8
UCLA-LS,2008,9
UCLA-LS,2009,9
UCLA-LS,2010,7
UCLA-LS,2011,14
UCLA-LS,2012,23
UCLA-LS,2013,16
UCLA-LS,2014,28
UCLA-LS,2015,24
UCLA-LS,2016,25
UCLA-LS,2017,21
UCLA-LS,2018,32
UCLA-LS,2019,50
UCLA-LS,2020,78
UCLA-LS,2021,136
UCLA-LS,2022,144
UCLA-LS,2023,130
UCLA-LS,2024,171
UCLA-LS,2025,238
CSQ-R,2000,0
CSQ-R,2001,0
CSQ-R,2002,1
CSQ-R,2003,0
CSQ-R,2004,1
CSQ-R,2005,0
CSQ-R,2006,0
CSQ-R,2007,1
CSQ-R,2008,0
CSQ-R,2009,1
CSQ-R,2010,0
CSQ-R,2011,0
CSQ-R,2012,1
CSQ-R,2013,1
CSQ-R,2014,2
CSQ-R,2015,2
CSQ-R,2016,0
CSQ-R,2017,0
CSQ-R,2018,3
CSQ-R,2019,3
CSQ-R,2020,1
CSQ-R,2021,2
CSQ-R,2022,2
CSQ-R,2023,2
CSQ-R,2024,2
CSQ-R,2025,4
DERS-SF,2000,0
DERS-SF,2001,0
DERS-SF,2002,0
DERS-SF,2003,0
DERS-SF,2004,0
DERS-SF,2005,0
DERS-SF,2006,0
DERS-SF,2007,0
DERS-SF,2008,0
DERS-SF,2009,0
DERS-SF,2010,0
DERS-SF,2011,0
DERS-SF,2012,0
DERS-SF,2013,0
DERS-SF,2014,0
DERS-SF,2015,1
DERS-SF,2016,1
DERS-SF,2017,0
DERS-SF,2018,2
DERS-SF,2019,3
DERS-SF,2020,0
DERS-SF,2021,3
DERS-SF,2022,7
DERS-SF,2023,3
DERS-SF,2024,12
DERS-SF,2025,13
RSES-SF,2000,0
RSES-SF,2001,0
RSES-SF,2002,0
RSES-SF,2003,0
RSES-SF,2004,0
RSES-SF,2005,0
RSES-SF,2006,0
RSES-SF,2007,0
RSES-SF,2008,0
RSES-SF,2009,0
RSES-SF,2010,0
RSES-SF,2011,0
RSES-SF,2012,0
RSES-SF,2013,0
RSES-SF,2014,0
RSES-SF,2015,0
RSES-SF,2016,0
RSES-SF,2017,0
RSES-SF,2018,0
RSES-SF,2019,0
RSES-SF,2020,0
RSES-SF,2021,0
RSES-SF,2022,0
RSES-SF,2023,0
RSES-SF,2024,0
RSES-SF,2025,0
SRIS,2000,16
SRIS,2001,11
SRIS,2002,23
SRIS,2003,11
SRIS,2004,18
SRIS,2005,21
SRIS,2006,32
SRIS,2007,20
SRIS,2008,20
SRIS,2009,20
SRIS,2010,13
SRIS,2011,20
SRIS,2012,22
SRIS,2013,25
SRIS,2014,21
SRIS,2015,31
SRIS,2016,30
SRIS,2017,15
SRIS,2018,21
SRIS,2019,28
SRIS,2020,27
SRIS,2021,29
SRIS,2022,33
SRIS,2023,31
SRIS,2024,21
SRIS,2025,36
WBSI,2000,0
WBSI,2001,1
WBSI,2002,1
WBSI,2003,1
WBSI,2004,2
WBSI,2005,2
WBSI,2006,2
WBSI,2007,1
WBSI,2008,2
WBSI,2009,3
WBSI,2010,4
WBSI,2011,4
WBSI,2012,7
WBSI,2013,6
WBSI,2014,5
WBSI,2015,3
WBSI,2016,0
WBSI,2017,1
WBSI,2018,3
WBSI,2019,6
WBSI,2020,1
WBSI,2021,3
WBSI,2022,7
WBSI,2023,3
WBSI,2024,0
WBSI,2025,3
SRS-Therapy,2000,0
SRS-Therapy,2001,0
SRS-Therapy,2002,0
SRS-Therapy,2003,0
SRS-Therapy,2004,0
SRS-Therapy,2005,0
SRS-Therapy,2006,0
SRS-Therapy,2007,0
SRS-Therapy,2008,0
SRS-Therapy,2009,1
SRS-Therapy,2010,2
SRS-Therapy,2011,0
SRS-Therapy,2012,1
SRS-Therapy,2013,1
SRS-Therapy,2014,3
SRS-Therapy,2015,5
SRS-Therapy,2016,3
SRS-Therapy,2017,6
SRS-Therapy,2018,4
SRS-Therapy,2019,5
SRS-Therapy,2020,9
SRS-Therapy,2021,6
SRS-Therapy,2022,14
SRS-Therapy,2023,8
SRS-Therapy,2024,5
SRS-Therapy,2025,5
MSI-BPD,2000,0
MSI-BPD,2001,0
MSI-BPD,2002,0
MSI-BPD,2003,1
MSI-BPD,2004,0
MSI-BPD,2005,0
MSI-BPD,2006,0
MSI-BPD,2007,2
MSI-BPD,2008,4
MSI-BPD,2009,3
MSI-BPD,2010,1
MSI-BPD,2011,2
MSI-BPD,2012,0
MSI-BPD,2013,1
MSI-BPD,2014,2
MSI-BPD,2015,2
MSI-BPD,2016,1
MSI-BPD,2017,1
MSI-BPD,2018,3
MSI-BPD,2019,5
MSI-BPD,2020,4
MSI-BPD,2021,6
MSI-BPD,2022,5
MSI-BPD,2023,4
MSI-BPD,2024,5
MSI-BPD,2025,10
SOFAS,2000,3
SOFAS,2001,4
SOFAS,2002,1
SOFAS,2003,11
SOFAS,2004,4
SOFAS,2005,7
SOFAS,2006,5
SOFAS,2007,10
SOFAS,2008,12
SOFAS,2009,12
SOFAS,2010,20
SOFAS,2011,22
SOFAS,2012,17
SOFAS,2013,13
SOFAS,2014,23
SOFAS,2015,20
SOFAS,2016,17
SOFAS,2017,18
SOFAS,2018,19
SOFAS,2019,18
SOFAS,2020,25
SOFAS,2021,29
SOFAS,2022,28
SOFAS,2023,26
SOFAS,2024,19
SOFAS,2025,20
TSK,2000,30
TSK,2001,42
TSK,2002,45
TSK,2003,40
TSK,2004,61
TSK,2005,47
TSK,2006,46
TSK,2007,55
TSK,2008,50
TSK,2009,49
TSK,2010,59
TSK,2011,52
TSK,2012,74
TSK,2013,68
TSK,2014,79
TSK,2015,78
TSK,2016,83
TSK,2017,107
TSK,2018,94
TSK,2019,108
TSK,2020,150
TSK,2021,162
TSK,2022,190
TSK,2023,173
TSK,2024,181
TSK,2025,257
PHQ-A,2000,2
PHQ-A,2001,0
PHQ-A,2002,2
PHQ-A,2003,3
PHQ-A,2004,0
PHQ-A,2005,1
PHQ-A,2006,1
PHQ-A,2007,2
PHQ-A,2008,2
PHQ-A,2009,1
PHQ-A,2010,1
PHQ-A,2011,2
PHQ-A,2012,2
PHQ-A,2013,2
PHQ-A,2014,1
PHQ-A,2015,1
PHQ-A,2016,1
PHQ-A,2017,3
PHQ-A,2018,3
PHQ-A,2019,4
PHQ-A,2020,6
PHQ-A,2021,5
PHQ-A,2022,10
PHQ-A,2023,13
PHQ-A,2024,18
PHQ-A,2025,24
HONOS,2000,13
HONOS,2001,7
HONOS,2002,13
HONOS,2003,8
HONOS,2004,13
HONOS,2005,10
HONOS,2006,12
HONOS,2007,24
HONOS,2008,15
HONOS,2009,20
HONOS,2010,22
HONOS,2011,24
HONOS,2012,29
HONOS,2013,27
HONOS,2014,31
HONOS,2015,28
HONOS,2016,29
HONOS,2017,30
HONOS,2018,33
HONOS,2019,31
HONOS,2020,29
HONOS,2021,38
HONOS,2022,25
HONOS,2023,33
HONOS,2024,31
HONOS,2025,34
Q-LES-Q,2000,3
Q-LES-Q,2001,2
Q-LES-Q,2002,5
Q-LES-Q,2003,7
Q-LES-Q,2004,6
Q-LES-Q,2005,16
Q-LES-Q,2006,11
Q-LES-Q,2007,16
Q-LES-Q,2008,15
Q-LES-Q,2009,13
Q-LES-Q,2010,22
Q-LES-Q,2011,31
Q-LES-Q,2012,22
Q-LES-Q,2013,29
Q-LES-Q,2014,18
Q-LES-Q,2015,26
Q-LES-Q,2016,25
Q-LES-Q,2017,29
Q-LES-Q,2018,21
Q-LES-Q,2019,25
Q-LES-Q,2020,18
Q-LES-Q,2021,24
Q-LES-Q,2022,22
Q-LES-Q,2023,17
Q-LES-Q,2024,16
Q-LES-Q,2025,30
QoL-BD,2000,0
QoL-BD,2001,0
QoL-BD,2002,0
QoL-BD,2003,0
QoL-BD,2004,0
QoL-BD,2005,0
QoL-BD,2006,0
QoL-BD,2007,0
QoL-BD,2008,0
QoL-BD,2009,0
QoL-BD,2010,1
QoL-BD,2011,1
QoL-BD,2012,0
QoL-BD,2013,0
QoL-BD,2014,0
QoL-BD,2015,3
QoL-BD,2016,4
QoL-BD,2017,0
QoL-BD,2018,1
QoL-BD,2019,0
QoL-BD,2020,5
QoL-BD,2021,5
QoL-BD,2022,1
QoL-BD,2023,0
QoL-BD,2024,3
QoL-BD,2025,3
PI-WSUR,2000,0
PI-WSUR,2001,0
PI-WSUR,2002,0
PI-WSUR,2003,0
PI-WSUR,2004,0
PI-WSUR,2005,1
PI-WSUR,2006,0
PI-WSUR,2007,1
PI-WSUR,2008,1
PI-WSUR,2009,1
PI-WSUR,2010,1
PI-WSUR,2011,1
PI-WSUR,2012,0
PI-WSUR,2013,1
PI-WSUR,2014,1
PI-WSUR,2015,1
PI-WSUR,2016,1
PI-WSUR,2017,1
PI-WSUR,2018,1
PI-WSUR,2019,1
PI-WSUR,2020,1
PI-WSUR,2021,2
PI-WSUR,2022,0
PI-WSUR,2023,0
PI-WSUR,2024,0
PI-WSUR,2025,1
BIEPS,2000,0
BIEPS,2001,0
BIEPS,2002,1
BIEPS,2003,0
BIEPS,2004,0
BIEPS,2005,0
BIEPS,2006,0
BIEPS,2007,0
BIEPS,2008,0
BIEPS,2009,0
BIEPS,2010,0
BIEPS,2011,0
BIEPS,2012,0
BIEPS,2013,0
BIEPS,2014,0
BIEPS,2015,0
BIEPS,2016,0
BIEPS,2017,0
BIEPS,2018,0
BIEPS,2019,0
BIEPS,2020,1
BIEPS,2021,0
BIEPS,2022,0
BIEPS,2023,0
BIEPS,2024,0
BIEPS,2025,2
BBC-SWB,2000,0
BBC-SWB,2001,0
BBC-SWB,2002,0
BBC-SWB,2003,0
BBC-SWB,2004,0
BBC-SWB,2005,0
BBC-SWB,2006,0
BBC-SWB,2007,0
BBC-SWB,2008,0
BBC-SWB,2009,0
BBC-SWB,2010,0
BBC-SWB,2011,0
BBC-SWB,2012,0
BBC-SWB,2013,1
BBC-SWB,2014,0
BBC-SWB,2015,0
BBC-SWB,2016,0
BBC-SWB,2017,0
BBC-SWB,2018,0
BBC-SWB,2019,0
BBC-SWB,2020,0
BBC-SWB,2021,0
BBC-SWB,2022,1
BBC-SWB,2023,1
BBC-SWB,2024,0
BBC-SWB,2025,0
ICECAP-A,2000,0
ICECAP-A,2001,0
ICECAP-A,2002,0
ICECAP-A,2003,0
ICECAP-A,2004,0
ICECAP-A,2005,0
ICECAP-A,2006,0
ICECAP-A,2007,0
ICECAP-A,2008,0
ICECAP-A,2009,0
ICECAP-A,2010,0
ICECAP-A,2011,1
ICECAP-A,2012,2
ICECAP-A,2013,3
ICECAP-A,2014,1
ICECAP-A,2015,5
ICECAP-A,2016,6
ICECAP-A,2017,9
ICECAP-A,2018,7
ICECAP-A,2019,5
ICECAP-A,2020,13
ICECAP-A,2021,18
ICECAP-A,2022,20
ICECAP-A,2023,7
ICECAP-A,2024,19
ICECAP-A,2025,29
SPWB,2000,0
SPWB,2001,1
SPWB,2002,0
SPWB,2003,0
SPWB,2004,0
SPWB,2005,0
SPWB,2006,0
SPWB,2007,0
SPWB,2008,2
SPWB,2009,1
SPWB,2010,4
SPWB,2011,2
SPWB,2012,0
SPWB,2013,1
SPWB,2014,2
SPWB,2015,1
SPWB,2016,0
SPWB,2017,5
SPWB,2018,3
SPWB,2019,2
SPWB,2020,9
SPWB,2021,7
SPWB,2022,2
SPWB,2023,5
SPWB,2024,5
SPWB,2025,7
MHC-LF,2000,0
MHC-LF,2001,0
MHC-LF,2002,0
MHC-LF,2003,0
MHC-LF,2004,0
MHC-LF,2005,0
MHC-LF,2006,0
MHC-LF,2007,0
MHC-LF,2008,0
MHC-LF,2009,0
MHC-LF,2010,0
MHC-LF,2011,0
MHC-LF,2012,0
MHC-LF,2013,0
MHC-LF,2014,0
MHC-LF,2015,0
MHC-LF,2016,0
MHC-LF,2017,0
MHC-LF,2018,0
MHC-LF,2019,0
MHC-LF,2020,0
MHC-LF,2021,0
MHC-LF,2022,0
MHC-LF,2023,0
MHC-LF,2024,0
MHC-LF,2025,0
Cantril-Ladder,2000,0
Cantril-Ladder,2001,0
Cantril-Ladder,2002,1
Cantril-Ladder,2003,2
Cantril-Ladder,2004,1
Cantril-Ladder,2005,3
Cantril-Ladder,2006,2
Cantril-Ladder,2007,3
Cantril-Ladder,2008,4
Cantril-Ladder,2009,2
Cantril-Ladder,2010,0
Cantril-Ladder,2011,1
Cantril-Ladder,2012,2
Cantril-Ladder,2013,2
Cantril-Ladder,2014,2
Cantril-Ladder,2015,5
Cantril-Ladder,2016,3
Cantril-Ladder,2017,2
Cantril-Ladder,2018,10
Cantril-Ladder,2019,5
Cantril-Ladder,2020,5
Cantril-Ladder,2021,8
Cantril-Ladder,2022,10
Cantril-Ladder,2023,15
Cantril-Ladder,2024,4
Cantril-Ladder,2025,15
FLCS,2000,5
FLCS,2001,5
FLCS,2002,6
FLCS,2003,4
FLCS,2004,6
FLCS,2005,9
FLCS,2006,20
FLCS,2007,10
FLCS,2008,14
FLCS,2009,19
FLCS,2010,28
FLCS,2011,23
FLCS,2012,32
FLCS,2013,24
FLCS,2014,26
FLCS,2015,33
FLCS,2016,36
FLCS,2017,35
FLCS,2018,39
FLCS,2019,54
FLCS,2020,46
FLCS,2021,65
FLCS,2022,72
FLCS,2023,50
FLCS,2024,51
FLCS,2025,67
PWB-S,2000,0
PWB-S,2001,0
PWB-S,2002,0
PWB-S,2003,0
PWB-S,2004,0
PWB-S,2005,0
PWB-S,2006,0
PWB-S,2007,0
PWB-S,2008,0
PWB-S,2009,0
PWB-S,2010,0
PWB-S,2011,0
PWB-S,2012,0
PWB-S,2013,0
PWB-S,2014,0
PWB-S,2015,0
PWB-S,2016,0
PWB-S,2017,0
PWB-S,2018,0
PWB-S,2019,0
PWB-S,2020,1
PWB-S,2021,0
PWB-S,2022,0
PWB-S,2023,0
PWB-S,2024,0
PWB-S,2025,0
